,m_gene,m_metabolites,m_reaction,m_subsystem,u_uniprot_acc
1988,DLD,"['accoa_m', 'nad_m', 'pyr_m', 'co2_m', 'coa_m', 'nadh_m']",PDHm,platelet metabolism,P09622
1989,DLD,"['3mop_m', 'nad_m', '2mbcoa_m', 'co2_m', 'coa_m', 'nadh_m']",OIVD3m,platelet metabolism,P09622
1990,DLD,"['3mob_m', 'nad_m', 'co2_m', 'ibcoa_m', 'coa_m', 'nadh_m']",OIVD2m,platelet metabolism,P09622
1991,DLD,"['ivcoa_m', '4mop_m', 'co2_m', 'nad_m', 'coa_m', 'nadh_m']",OIVD1m,platelet metabolism,P09622
1992,DLD,"['akg_m', 'succoa_m', 'co2_m', 'nad_m', 'nadh_m', 'coa_m']",AKGDm,platelet metabolism,P09622
1993,DLD,"['glutcoa_m', '2oxoadp_m', 'co2_m', 'nad_m', 'coa_m', 'nadh_m']",2OXOADOXm,platelet metabolism,P09622
1994,PDHB,"['accoa_m', 'nad_m', 'pyr_m', 'co2_m', 'coa_m', 'nadh_m']",PDHm,platelet metabolism,P11177
1995,PDE10A,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,Q9Y233
1996,PDE1C,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,Q14123
1997,PDE1B,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,Q01064
1998,PDE1A,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,P54750
1999,PDE3A,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,Q14432
2000,PDE3A,"['h2o_c', 'h_c', 'amp_c', 'camp_c']",PDE1,platelet metabolism,Q14432
2001,PDE2A,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,O00408
2002,PDE6B,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,P35913
2003,PDE6C,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,P51160
2004,PDE9A,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,O76083
2005,PDE6A,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,P16499
2006,PDE6G,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,P18545
2007,PDE6D,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,O43924
2008,PDE6H,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,Q13956
2009,PDE3B,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,Q13370
2010,PDE11A,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,Q9HCR9
2011,PDE5A,"['h2o_c', 'gmp_c', 'h_c', '35cgmp_c']",PDE4,platelet metabolism,O76074
2012,PDE4D,"['h2o_c', 'h_c', 'amp_c', 'camp_c']",PDE1,platelet metabolism,Q08499
2013,PDE4D,"['h2o_c', 'h_c', 'amp_c', 'camp_c']",PDE1,platelet metabolism,Q5VU43
2014,PYCR1,"['nad_m', 'pro__L_m', 'nadh_m', 'h_m', '1pyr5c_m']",P5CRxm,platelet metabolism,P32322
2015,PYCR1,"['nadp_m', 'pro__L_m', '1pyr5c_m', 'h_m', 'nadph_m']",P5CRm,platelet metabolism,P32322
2016,SLC25A15,"['citr__L_m', 'h_m', 'orn_m', 'h_c', 'orn_c', 'citr__L_c']",ORNt4m,platelet metabolism,Q9Y619
2017,SLC25A15,"['h_c', 'h_m', 'orn_c', 'orn_m']",ORNt3m,platelet metabolism,Q9Y619
2018,SLC25A15,"['citr__L_m', 'citr__L_c']",CITRtm,platelet metabolism,Q9Y619
2019,SLC25A15,"['h_c', 'lys__L_m', 'lys__L_c', 'h_m']",LYStm,platelet metabolism,Q9Y619
2020,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q4U2R8
2021,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,P04181
2022,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q9NSA0
2023,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q8TCC7
2024,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q8IVM8
2025,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q9Y694
2026,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q9NYB5
2027,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,O94956
2028,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q6ZQN7
2029,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q9UIG8
2030,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q96BD0
2031,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,A6NK97
2032,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q63ZE4
2033,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,P46721
2034,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q9NPD5
2035,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q92959
2036,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q86UG4
2037,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,O75908
2038,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q9Y6L6
2039,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,P35610
2040,OAT,"['glu__L_m', 'akg_m', 'orn_m', 'glu5sa_m']",ORNTArm,platelet metabolism,Q9H2Y9
2041,OPLAH,"['adp_c', 'h_c', '5oxpro_c', 'atp_c', 'pi_c', 'glu__L_c', 'h2o_c']",OPAH,platelet metabolism,O14841
2042,BCKDHB,"['3mop_m', 'nad_m', '2mbcoa_m', 'co2_m', 'coa_m', 'nadh_m']",OIVD3m,platelet metabolism,P21953
2043,BCKDHB,"['3mob_m', 'nad_m', 'co2_m', 'ibcoa_m', 'coa_m', 'nadh_m']",OIVD2m,platelet metabolism,P21953
2044,BCKDHB,"['ivcoa_m', '4mop_m', 'co2_m', 'nad_m', 'coa_m', 'nadh_m']",OIVD1m,platelet metabolism,P21953
2045,DBT,"['3mop_m', 'nad_m', '2mbcoa_m', 'co2_m', 'coa_m', 'nadh_m']",OIVD3m,platelet metabolism,P11182
2046,DBT,"['3mob_m', 'nad_m', 'co2_m', 'ibcoa_m', 'coa_m', 'nadh_m']",OIVD2m,platelet metabolism,P11182
2047,DBT,"['ivcoa_m', '4mop_m', 'co2_m', 'nad_m', 'coa_m', 'nadh_m']",OIVD1m,platelet metabolism,P11182
2048,BCKDHA,"['3mop_m', 'nad_m', '2mbcoa_m', 'co2_m', 'coa_m', 'nadh_m']",OIVD3m,platelet metabolism,P12694
2049,BCKDHA,"['3mob_m', 'nad_m', 'co2_m', 'ibcoa_m', 'coa_m', 'nadh_m']",OIVD2m,platelet metabolism,P12694
2050,BCKDHA,"['ivcoa_m', '4mop_m', 'co2_m', 'nad_m', 'coa_m', 'nadh_m']",OIVD1m,platelet metabolism,P12694
2051,OXCT1,"['aacoa_m', 'succoa_m', 'succ_m', 'acac_m']",OCOAT1m,platelet metabolism,P55809
2052,OTC,"['h_m', 'orn_m', 'pi_m', 'citr__L_m', 'cbp_m']",OCBTm,platelet metabolism,P00480
2053,ATP1A2,"['na1_c', 'k_e', 'na1_e', 'h2o_c', 'adp_c', 'h_c', 'k_c', 'atp_c', 'pi_c']",NaKt,platelet metabolism,P50993
2054,ATP1A1,"['na1_c', 'k_e', 'na1_e', 'h2o_c', 'adp_c', 'h_c', 'k_c', 'atp_c', 'pi_c']",NaKt,platelet metabolism,P05023
2055,ATP1A1,"['na1_c', 'k_e', 'na1_e', 'h2o_c', 'adp_c', 'h_c', 'k_c', 'atp_c', 'pi_c']",NaKt,platelet metabolism,Q5TC04
2056,ATP1B4,"['na1_c', 'k_e', 'na1_e', 'h2o_c', 'adp_c', 'h_c', 'k_c', 'atp_c', 'pi_c']",NaKt,platelet metabolism,Q9UN42
2057,ATP1B2,"['na1_c', 'k_e', 'na1_e', 'h2o_c', 'adp_c', 'h_c', 'k_c', 'atp_c', 'pi_c']",NaKt,platelet metabolism,P14415
2058,ATP1B3,"['na1_c', 'k_e', 'na1_e', 'h2o_c', 'adp_c', 'h_c', 'k_c', 'atp_c', 'pi_c']",NaKt,platelet metabolism,P54709
2059,ATP1B1,"['na1_c', 'k_e', 'na1_e', 'h2o_c', 'adp_c', 'h_c', 'k_c', 'atp_c', 'pi_c']",NaKt,platelet metabolism,P05026
2060,ATP1A4,"['na1_c', 'k_e', 'na1_e', 'h2o_c', 'adp_c', 'h_c', 'k_c', 'atp_c', 'pi_c']",NaKt,platelet metabolism,Q13733
2061,ATP1A3,"['na1_c', 'k_e', 'na1_e', 'h2o_c', 'adp_c', 'h_c', 'k_c', 'atp_c', 'pi_c']",NaKt,platelet metabolism,P13637
2062,NT5E,"['pi_e', 'gmp_e', 'h2o_e', 'gsn_e']",NTD9e,platelet metabolism,P21589
2063,NT5E,"['pi_e', 'adn_e', 'amp_e', 'h2o_e']",NTD7e,platelet metabolism,P21589
2064,NT5C3A,"['cmp_c', 'h2o_c', 'cytd_c', 'pi_c']",NTD4,platelet metabolism,Q9H0P0
2065,NT5C3A,"['uri_c', 'h2o_c', 'ump_c', 'pi_c']",NTD2,platelet metabolism,Q9H0P0
2066,NT5C1B,"['h2o_c', 'imp_c', 'ins_c', 'pi_c']",NTD11,platelet metabolism,Q96P26
2067,NT5C2,"['h2o_c', 'imp_c', 'ins_c', 'pi_c']",NTD11,platelet metabolism,P49902
2068,NT5C2,"['h2o_c', 'xtsn_c', 'xmp_c', 'pi_c']",NTD10,platelet metabolism,P49902
2069,SULT1A3,"['nrpphrsf_c', 'pap_c', 'nrpphr_c', 'paps_c', 'h_c']",NRPPHRSULT,platelet metabolism,P0DMM9
2070,NOS3,"['o2_c', 'no_c', 'nadp_c', 'nwharg_c', 'nadph_c', 'h2o_c', 'h_c', 'citr__L_c']",NOS2,platelet metabolism,P29474
2071,NOS3,"['o2_c', 'no_c', 'nadp_c', 'nwharg_c', 'nadph_c', 'h2o_c', 'h_c', 'citr__L_c']",NOS2,platelet metabolism,P60323
2072,NOS3,"['o2_c', 'no_c', 'nadp_c', 'nwharg_c', 'nadph_c', 'h2o_c', 'h_c', 'citr__L_c']",NOS2,platelet metabolism,Q674R7
2073,NOS3,"['o2_c', 'nadph_c', 'nwharg_c', 'arg__L_c', 'nadp_c', 'h_c', 'h2o_c']",NOS1,platelet metabolism,P29474
2074,NOS3,"['o2_c', 'nadph_c', 'nwharg_c', 'arg__L_c', 'nadp_c', 'h_c', 'h2o_c']",NOS1,platelet metabolism,P60323
2075,NOS3,"['o2_c', 'nadph_c', 'nwharg_c', 'arg__L_c', 'nadp_c', 'h_c', 'h2o_c']",NOS1,platelet metabolism,Q674R7
2076,NOS2,"['o2_c', 'no_c', 'nadp_c', 'nwharg_c', 'nadph_c', 'h2o_c', 'h_c', 'citr__L_c']",NOS2,platelet metabolism,P35228
2077,NOS2,"['o2_c', 'no_c', 'nadp_c', 'nwharg_c', 'nadph_c', 'h2o_c', 'h_c', 'citr__L_c']",NOS2,platelet metabolism,P60321
2078,NOS2,"['o2_c', 'nadph_c', 'nwharg_c', 'arg__L_c', 'nadp_c', 'h_c', 'h2o_c']",NOS1,platelet metabolism,P35228
2079,NOS2,"['o2_c', 'nadph_c', 'nwharg_c', 'arg__L_c', 'nadp_c', 'h_c', 'h2o_c']",NOS1,platelet metabolism,P60321
2080,PNMT,"['ahcys_c', 'h_c', 'adrnl_c', 'nrpphr_c', 'amet_c']",NORANMT,platelet metabolism,Q9UBM1
2081,PNMT,"['ahcys_c', 'h_c', 'adrnl_c', 'nrpphr_c', 'amet_c']",NORANMT,platelet metabolism,P11086
2082,NMNAT3,"['ppi_c', 'h_c', 'nmn_c', 'nad_c', 'atp_c']",NMNAT,platelet metabolism,Q96T66
2083,NMNAT2,"['ppi_c', 'h_c', 'nmn_c', 'nad_c', 'atp_c']",NMNAT,platelet metabolism,Q9BZQ4
2084,NME3,"['ctp_c', 'atp_c', 'cdp_c', 'adp_c']",NDPK3,platelet metabolism,Q13232
2085,NME3,"['atp_c', 'adp_c', 'utp_c', 'udp_c']",NDPK2,platelet metabolism,Q13232
2086,NME3,"['gdp_c', 'atp_c', 'gtp_c', 'adp_c']",NDPK1,platelet metabolism,Q13232
2087,NME7,"['ctp_c', 'atp_c', 'cdp_c', 'adp_c']",NDPK3,platelet metabolism,Q9Y5B8
2088,NME7,"['atp_c', 'adp_c', 'utp_c', 'udp_c']",NDPK2,platelet metabolism,Q9Y5B8
2089,NME7,"['gdp_c', 'atp_c', 'gtp_c', 'adp_c']",NDPK1,platelet metabolism,Q9Y5B8
2090,NME2,"['ctp_c', 'atp_c', 'cdp_c', 'adp_c']",NDPK3,platelet metabolism,P22392
2091,NME2,"['atp_c', 'adp_c', 'utp_c', 'udp_c']",NDPK2,platelet metabolism,P22392
2092,NME2,"['gdp_c', 'atp_c', 'gtp_c', 'adp_c']",NDPK1,platelet metabolism,P22392
2093,NME1,"['ctp_c', 'atp_c', 'cdp_c', 'adp_c']",NDPK3,platelet metabolism,P15531
2094,NME1,"['atp_c', 'adp_c', 'utp_c', 'udp_c']",NDPK2,platelet metabolism,P15531
2095,NME1,"['gdp_c', 'atp_c', 'gtp_c', 'adp_c']",NDPK1,platelet metabolism,P15531
2096,NME6,"['ctp_c', 'atp_c', 'cdp_c', 'adp_c']",NDPK3,platelet metabolism,O75414
2097,NME6,"['atp_c', 'adp_c', 'utp_c', 'udp_c']",NDPK2,platelet metabolism,O75414
2098,NME6,"['gdp_c', 'atp_c', 'gtp_c', 'adp_c']",NDPK1,platelet metabolism,O75414
2099,NME4,"['adp_m', 'gdp_m', 'gtp_m', 'atp_m']",NDPK1m,platelet metabolism,O00746
2100,CANT1,"['h2o_e', 'pi_e', 'h_e', 'gdp_e', 'gmp_e']",NDP3ex,platelet metabolism,Q8WVQ1
2101,CD38,"['ncam_e', 'h2o_e', 'adprib_e', 'h_e', 'nad_e']",NADNe,platelet metabolism,P28907
2102,NDUFS4,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O43181
2103,NDUFV3,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,M5A8F1
2104,NDUFV3,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P56181
2105,NDUFAB1,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O14561
2106,NDUFV2,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P19404
2107,NDUFB5,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O43674
2108,NDUFV1,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P49821
2109,NDUFB8,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O95169
2110,NDUFS2,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O75306
2111,NDUFB10,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O96000
2112,NDUFS5,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O43920
2113,NDUFC1,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O43677
2114,NDUFA10,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O95299
2115,NDUFB4,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O95168
2116,NDUFA11,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,Q86Y39
2117,NDUFA12,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,Q9UI09
2118,NDUFA12,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,Q8N183
2119,NDUFB9,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,Q9Y6M9
2120,NDUFA13,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,Q9P0J0
2121,ND1,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P03886
2122,NDUFS6,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O75380
2123,ND3,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P03897
2124,ND2,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P03891
2125,NDUFB3,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O43676
2126,ND5,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P03915
2127,ND4,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P03905
2128,TUSC3,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,Q13454
2129,ND6,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P03923
2130,NDUFA6,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P56556
2131,NDUFS7,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O75251
2132,NDUFA7,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O95182
2133,NDUFA4,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O00483
2134,NDUFA4,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,Q9NRX3
2135,NDUFB2,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O95178
2136,NDUFA5,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,Q16718
2137,NDUFA2,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O43678
2138,NDUFB7,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P17568
2139,NDUFA3,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O95167
2140,NDUFA1,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O15239
2141,NDUFS8,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O00217
2142,NDUFB6,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O95139
2143,NDUFA9,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,Q16795
2144,NDUFB1,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O75438
2145,NDUFC2,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,E9PQ53
2146,NDUFC2,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O95298
2147,NDUFS1,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P28331
2148,NDUFA8,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P51970
2149,ND4L,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,P03901
2150,NDUFS3,"['q10_m', 'q10h2_m', 'h_m', 'h_c', 'nadh_m', 'nad_m']",NADH2_u10m,platelet metabolism,O75489
2151,MTHFR,"['h_c', 'nadph_c', '5mthf_c', 'mlthf_c', 'nadp_c']",MTHFR3,platelet metabolism,P42898
2152,MTHFD1L,"['nadph_m', 'nadp_m', 'mlthf_m', 'methf_m']",MTHFDm,platelet metabolism,Q6UB35
2153,MTHFD1L,"['h_m', 'methf_m', 'h2o_m', '10fthf_m']",MTHFCm,platelet metabolism,Q6UB35
2154,MTHFD2,"['nadph_m', 'nadp_m', 'mlthf_m', 'methf_m']",MTHFDm,platelet metabolism,P13995
2155,MTHFD2,"['nadph_m', 'nadp_m', 'mlthf_m', 'methf_m']",MTHFDm,platelet metabolism,Q9H903
2156,MTHFD2,"['methf_m', 'nad_m', 'mlthf_m', 'nadh_m']",MTHFD2m,platelet metabolism,P13995
2157,MTHFD2,"['methf_m', 'nad_m', 'mlthf_m', 'nadh_m']",MTHFD2m,platelet metabolism,Q9H903
2158,MTHFD2,"['h_m', 'methf_m', 'h2o_m', '10fthf_m']",MTHFCm,platelet metabolism,P13995
2159,MTHFD2,"['h_m', 'methf_m', 'h2o_m', '10fthf_m']",MTHFCm,platelet metabolism,Q9H903
2160,MTHFD1,"['methf_c', 'nadph_c', 'mlthf_c', 'nadp_c']",MTHFD,platelet metabolism,P11586
2161,MTHFD1,"['h2o_c', '10fthf_c', 'h_c', 'methf_c']",MTHFC,platelet metabolism,P11586
2162,MTHFD1,"['thf_c', 'for_c', 'pi_c', 'atp_c', '10fthf_c', 'adp_c']",FTHFLi,platelet metabolism,P11586
2163,ALDH6A1,"['accoa_m', 'msa_m', 'co2_m', 'nad_m', 'coa_m', 'nadh_m']",MMSAD3m,platelet metabolism,Q02252
2164,MUT,"['succoa_m', 'mmcoa__R_m']",MMMm,platelet metabolism,P22033
2165,MUT,"['succoa_m', 'mmcoa__R_m']",MMMm,platelet metabolism,Q8TDH9
2166,GGT1,"['cgly_e', 'gluala_e', 'gthrd_c', 'ala__L_c']",GTMLTe,platelet metabolism,P19440
2167,GSS,"['gly_c', 'adp_c', 'h_c', 'glucys_c', 'atp_c', 'gthrd_c', 'pi_c']",GTHS,platelet metabolism,P48637
2168,PRDX3,"['h2o2_m', 'gthox_m', 'h2o_m', 'gthrd_m']",GTHPm,platelet metabolism,P30048
2169,GPX4,"['h2o2_m', 'gthox_m', 'h2o_m', 'gthrd_m']",GTHPm,platelet metabolism,P36969
2170,GPX4,"['h2o_c', 'h2o2_c', 'gthrd_c', 'gthox_c']",GTHPi,platelet metabolism,P36969
2171,GPX6,"['h2o2_e', 'h2o_e', 'gthrd_e', 'gthox_e']",GTHPe,platelet metabolism,P59796
2172,GPX6,"['h2o2_e', 'h2o_e', 'gthrd_e', 'gthox_e']",GTHPe,platelet metabolism,Q96SL4
2173,GPX3,"['h2o2_e', 'h2o_e', 'gthrd_e', 'gthox_e']",GTHPe,platelet metabolism,P22352
2174,PRDX1,"['h2o_c', 'h2o2_c', 'gthrd_c', 'gthox_c']",GTHPi,platelet metabolism,Q06830
2175,GPX1,"['h2o_c', 'h2o2_c', 'gthrd_c', 'gthox_c']",GTHPi,platelet metabolism,P07203
2176,PRDX2,"['h2o_c', 'h2o2_c', 'gthrd_c', 'gthox_c']",GTHPi,platelet metabolism,P32119
2177,GSR,"['nadph_m', 'nadp_m', 'gthox_m', 'gthrd_m', 'h_m']",GTHOm,platelet metabolism,P00390
2178,GSR,"['h_c', 'nadph_c', 'gthox_c', 'gthrd_c', 'nadp_c']",GTHOr,platelet metabolism,P00390
2179,PGD,"['co2_c', 'nadph_c', '6pgc_c', 'ru5p__D_c', 'nadp_c']",GND,platelet metabolism,O60760
2180,PGD,"['co2_c', 'nadph_c', '6pgc_c', 'ru5p__D_c', 'nadp_c']",GND,platelet metabolism,P52209
2181,GMPR,"['nh4_c', 'imp_c', 'h_c', 'gmp_c', 'nadp_c', 'nadph_c']",GMPR,platelet metabolism,Q9P2T1
2182,GMPR,"['nh4_c', 'imp_c', 'h_c', 'gmp_c', 'nadp_c', 'nadph_c']",GMPR,platelet metabolism,P36959
2183,GMPR2,"['nh4_c', 'imp_c', 'h_c', 'gmp_c', 'nadp_c', 'nadph_c']",GMPR,platelet metabolism,Q9P2T1
2184,HAGH,"['h2o_c', 'h_c', 'lac__D_c', 'lgt__S_c', 'gthrd_c']",GLYOX,platelet metabolism,Q16775
2185,GK2,"['h_c', 'atp_c', 'adp_c', 'glyc_c', 'glyc3p_c']",GLYK,platelet metabolism,Q14410
2186,GK2,"['h_c', 'atp_c', 'adp_c', 'glyc_c', 'glyc3p_c']",GLYK,platelet metabolism,Q01415
2187,GK,"['h_c', 'atp_c', 'adp_c', 'glyc_c', 'glyc3p_c']",GLYK,platelet metabolism,P32189
2188,GK,"['h_c', 'atp_c', 'adp_c', 'glyc_c', 'glyc3p_c']",GLYK,platelet metabolism,Q14410
2189,GK,"['h_c', 'atp_c', 'adp_c', 'glyc_c', 'glyc3p_c']",GLYK,platelet metabolism,Q14409
2190,GK,"['h_c', 'atp_c', 'adp_c', 'glyc_c', 'glyc3p_c']",GLYK,platelet metabolism,Q6ZS86
